year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_val,max_torque_rpm,brand,model,conf
2018,310000,7000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,91.0,4250.0,Datsun,RediGO,1 0 S
2016,530000,120000,Petrol,Individual,Manual,Second Owner,17.19,1197,81.86,5,114.73,4000.0,Hyundai,i20,Active 1 2 SX with AVN
2016,1516000,120000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7,360.0,2300.0,Toyota,Innova,Crysta 2 8 ZX AT BSIV
2007,78000,38000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,5,102.0,2600.0,Tata,Indica,GLS BS IV
2003,125000,120000,Diesel,Individual,Manual,Third Owner,12.7,2609,116.6,8,277.53,1950.0,Mahindra,Scorpio,2 6 DX
2013,900000,18000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,2200.0,Mahindra,XUV500,W6 2WD
2018,950000,13887,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5,151.0,4850.0,Hyundai,Verna,VTVT 1 6 SX
2017,320000,28000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault,KWID,RXT
2016,240000,40000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,5,59.0,2500.0,Maruti,Omni,MPI STD BSIV
2014,250000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai,EON,Era Plus
2018,300000,30000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI
2018,550000,30000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,115.0,4000.0,Maruti,Baleno,Delta 1 2
2014,260000,38000,Diesel,Individual,Manual,First Owner,22.1,1248,74.0,5,190.0,1750.0,Chevrolet,Sail,LT ABS
2004,100000,60000,Diesel,Individual,Manual,Third Owner,16.1,1405,70.0,5,132.39,2500.0,Tata,Indigo,LX
2013,290000,40000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai,EON,Magna Optional
2016,500000,35000,Petrol,Individual,Manual,First Owner,17.0,1198,73.75,5,110.0,3750.0,Volkswagen,Ameo,1 2 MPI Comfortline
2010,235000,90000,Diesel,Individual,Manual,First Owner,14.0,1948,90.0,9,190.0,2500.0,Tata,Sumo,MKII Turbo 2 0 LX
2006,50000,40000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,AC
2015,575000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,2125.0,Hyundai,i20,Sportz 1 4 CRDi
2018,850000,59000,Diesel,Individual,Manual,First Owner,24.2,1498,93.87,7,225.0,2000.0,Maruti,Ertiga,1 5 VDI
2016,315000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,Renault,KWID,RXT
2018,630000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti,Swift,Dzire VXI 1 2
2016,280000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7,172.5,1750.0,Chevrolet,Enjoy,1 3 TCDi LS 7
2010,180000,55000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,5,90.0,3500.0,Maruti,Zen,Estilo LXI BS IV
2015,300000,80000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5,104.0,4000.0,Nissan,Micra,Active XV S
2010,500000,120000,Diesel,Individual,Manual,Second Owner,11.8,1991,150.0,5,314.79,2000.0,Hyundai,Sonata,CRDi M T
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,132.0,3000.0,Toyota,Etios,VX
2018,400000,50000,Diesel,Individual,Manual,First Owner,23.5,909,45.0,8,98.0,2300.0,Mahindra,Supro,LX 8 Str
2016,800000,80000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,259.9,2325.0,Hyundai,Verna,1 6 CRDi S
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,213.0,4500.0,Toyota,Camry,2 5 Hybrid
2006,300000,140000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8,200.06,2400.0,Toyota,Innova,2 5 G 7 Seater BS IV
2013,200000,68697,Petrol,Individual,Manual,Third Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai,EON,Magna Plus
2011,350000,116500,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5,219.67,2250.0,Hyundai,i20,1 4 CRDi Sportz
2012,320000,40000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,114.0,4000.0,Maruti,Ritz,VXi
2015,1250000,160000,Diesel,Individual,Manual,Second Owner,13.5,2477,178.0,7,400.0,2250.0,Mitsubishi,Pajero,Sport Anniversary Edition
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,213.0,4500.0,Toyota,Camry,2 5 Hybrid
2017,750000,51000,Petrol,Dealer,Automatic,First Owner,19.56,1197,81.8,5,113.0,4200.0,Maruti,Baleno,Alpha CVT
2010,229999,170000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5,159.85,2000.0,Ford,Fiesta,1 4 SXi TDCi ABS
2011,46000,25000,Petrol,Individual,Manual,Second Owner,26.0,624,35.0,4,48.0,3000.0,Tata,Nano,Cx
2018,700000,28451,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai,i20,Asta 1 2
2017,400000,60000,CNG,Individual,Manual,First Owner,17.552,1196,61.7,5,85.0,3000.0,Maruti,Eeco,5 Seater AC BSIV
2014,1019999,60000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,200.0,2400.0,Toyota,Innova,2 5 VX 7 Seater
2018,850000,64000,Petrol,Dealer,Manual,First Owner,20.65,1462,103.25,5,138.0,4400.0,Maruti,Ciaz,Zeta
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,110.0,4800.0,Honda,Jazz,VX
2017,1511000,32000,Diesel,Individual,Manual,First Owner,16.3,1956,170.0,5,350.0,2125.0,Jeep,Compass,2 0 Limited 4X4
2018,2940000,100000,Diesel,Dealer,Automatic,First Owner,12.9,2755,174.5,7,450.0,2000.0,Toyota,Fortuner,2 8 2WD AT BSIV
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,113.0,4200.0,Maruti,Swift,AMT ZXI
2016,750000,16151,Petrol,Dealer,Manual,First Owner,17.8,1497,117.3,5,145.0,4600.0,Honda,City,i VTEC VX Option
2007,160000,74800,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5,90.0,3500.0,Maruti,Zen,Estilo VXI BSIII
2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,153.0,3800.0,Skoda,Rapid,1 6 MPI AT Elegance
2018,880000,65000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,2500.0,Ford,EcoSport,1 5 Titanium BSIV
2009,330000,180000,Diesel,Individual,Manual,First Owner,13.6,1991,142.0,5,323.62,2340.0,Hyundai,Sonata,2 0L CRDi MT
2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,90.0,3500.0,Maruti,Wagon,R LXI
2017,693000,58559,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,5,190.0,2000.0,Maruti,Swift,VDI Optional
2016,575000,53000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,219.7,2125.0,Hyundai,i20,Asta Option 1 4 CRDi
2008,300000,120000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7,320.0,2200.0,Tata,New,Safari DICOR 2 2 EX 4x2
2017,254000,40000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI
2017,725000,40000,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0,7,240.0,2200.0,Mahindra,TUV,300 mHAWK100 T8
2012,425000,96000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7,200.0,1750.0,Maruti,Ertiga,ZDI
2018,630000,46000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,190.0,2000.0,Maruti,Swift,VDI
2017,520000,28832,Diesel,Dealer,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti,Swift,Dzire Tour LDI
2018,750000,70000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,195.0,1800.0,Mahindra,Bolero,2011 2019 mHAWK D70 ZLX
2019,750000,3100,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5,110.0,4800.0,Honda,Jazz,VX CVT
2004,75000,46000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,4,59.0,2500.0,Maruti,800,Std BSII
2013,175000,68000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5,150.0,1750.0,Chevrolet,Beat,LS
2010,150000,70000,LPG,Individual,Manual,Third Owner,9.962962962962962,1086,62.1,5,96.1,3000.0,Hyundai,Santro,Xing GLS
2017,680000,71000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,Maruti,Baleno,Alpha 1 3
2020,775000,2000,Petrol,Dealer,Manual,First Owner,20.7,1197,81.86,5,113.75,4000.0,Hyundai,Grand,i10 Nios Sportz
2016,360000,110000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5,200.0,2375.0,Tata,Zest,Quadrajet 1 3 XM
2019,900000,40000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti,Vitara,Brezza ZDi Plus
2018,770000,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti,Vitara,Brezza VDi Option
2009,190000,160000,Petrol,Individual,Manual,Third Owner,17.5,1197,85.8,5,114.0,4000.0,Maruti,Swift,Dzire 1 2 Lxi BSIV
2011,400000,221889,Diesel,Dealer,Manual,First Owner,22.32,1582,126.32,5,259.8,2325.0,Hyundai,Verna,1 6 SX
2017,1000000,15000,Petrol,Individual,Automatic,First Owner,17.01,1591,121.3,5,154.9,4200.0,Hyundai,Verna,1 6 VTVT AT SX
2011,350000,116500,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5,219.67,2250.0,Hyundai,i20,1 4 CRDi Sportz
2019,650000,5000,Petrol,Individual,Manual,First Owner,20.0,999,72.0,7,96.0,3500.0,Renault,Triber,RXZ BSIV
2017,500000,25000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,113.75,4000.0,Hyundai,Xcent,1 2 VTVT S
2016,745000,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti,Vitara,Brezza VDi
2011,350000,100000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,219.67,2250.0,Hyundai,i20,1 4 CRDi Asta
2014,325000,48000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0,Maruti,Celerio,ZXI
2017,325000,5000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,6,115.0,3550.0,Mahindra,KUV,100 mFALCON G80 K6 AW
2006,425000,270000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8,200.06,2400.0,Toyota,Innova,2 5 V 8 seater
2009,175000,95000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5,90.0,3500.0,Maruti,A,Star Vxi
2017,550000,60000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,190.24,2000.0,Hyundai,Grand,i10 1 2 CRDi Asta
2012,60000,40000,Petrol,Individual,Manual,Second Owner,25.4,624,38.0,4,51.0,2250.0,Tata,Nano,Cx BSIII
2014,325000,70000,CNG,Individual,Manual,Second Owner,17.552,1196,61.7,5,85.0,3000.0,Maruti,Eeco,5 Seater AC BSIV
2013,585000,80000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5,200.0,1900.0,Renault,Duster,85PS RxL Optional
2019,470000,9000,Petrol,Dealer,Automatic,First Owner,21.63,998,67.04,5,90.0,3500.0,Maruti,Celerio,VXi AMT
2014,440000,70000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,219.7,2125.0,Hyundai,i20,Sportz 1 4 CRDi
2014,580000,97000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,200.0,1750.0,Honda,City,i DTEC SV
2016,280000,100000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,2000.0,Mahindra,KUV,100 mFALCON D75 K8
2015,800000,25000,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,5,140.0,4400.0,Ford,EcoSport,1 5 Ti VCT MT Titanium BSIV
2014,630000,95000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,8,280.0,2600.0,Mahindra,Xylo,H9
2018,950000,58511,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti,Vitara,Brezza ZDi
2013,350000,40000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti,Wagon,R Stingray VXI
2012,320000,110000,Diesel,Individual,Manual,Third Owner,19.01,1461,108.45,5,248.0,2250.0,Renault,Duster,110PS RxZ
2016,560000,72000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,180.0,1470.0,Mahindra,Bolero,2011 2019 DI AC BS III
2004,120000,120000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5,90.0,3500.0,Maruti,Wagon,R LXI
2016,640000,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,Maruti,Vitara,Brezza LDi Option
2009,150000,300000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,7,260.0,2000.0,Mahindra,Xylo,E4
2015,600000,40000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,1800.0,Mahindra,Bolero,2011 2019 Special Edition
2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,320.0,2250.0,Tata,Safari,Storme EX
2012,254999,90000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5,219.67,2250.0,Hyundai,i20,1 4 CRDi Era
2015,440000,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,Maruti,Swift,VXI Optional
2015,600000,80000,Diesel,Individual,Manual,Second Owner,23.9,1582,126.2,5,259.9,2325.0,Hyundai,Verna,1 6 CRDi S
2010,196000,110000,Petrol,Individual,Automatic,Third Owner,16.95,1197,78.9,5,111.8,4000.0,Hyundai,i10,Sportz AT
2016,750000,40000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,219.66,2125.0,Hyundai,i20,Active 1 4 SX with AVN
2014,350000,35000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,Maruti,Wagon,R Stingray VXI
2012,145000,120000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,108.0,4400.0,Chevrolet,Beat,LT
2013,325000,69000,Diesel,Dealer,Manual,First Owner,18.6,1388,67.0,5,160.0,2000.0,Ford,Fiesta,Classic 1 4 Duratorq LXI
2011,550000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7,200.06,2400.0,Toyota,Innova,2 5 VX 7 STR
2009,114999,100000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0,Maruti,Alto,STD
2012,380000,80000,Diesel,Individual,Manual,Fourth & Above Owner,21.5,1248,88.8,5,200.0,1750.0,Maruti,SX4,ZDI Leather
2011,210000,110000,Diesel,Individual,Manual,Third Owner,23.08,1461,63.1,5,160.0,2000.0,Nissan,Micra,XV
2017,666000,13000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,114.7,4000.0,Hyundai,i20,2015 2017 Sportz 1 2
2012,450000,128000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,259.8,2325.0,Hyundai,Verna,1 6 SX
2018,310000,30000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI
2018,775000,59736,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0,7,240.0,2200.0,Mahindra,TUV,300 T4 Plus
2009,280000,120000,Diesel,Individual,Manual,First Owner,18.1,1493,110.0,5,235.36,2325.0,Hyundai,Verna,CRDi SX ABS
2020,370000,15000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,5,69.0,3500.0,Maruti,Alto,800 VXI Plus
2015,575000,60000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,7,200.0,1750.0,Maruti,Ertiga,VDI
2011,175000,90400,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,160.0,2000.0,Ford,Figo,EXI
2012,600000,145000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,8,200.0,2400.0,Toyota,Innova,2 5 G 8 Seater
2018,500000,120000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0,Hyundai,Grand,i10 1 2 Kappa Sportz BSIV
2012,350000,74000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5,180.0,2000.0,Volkswagen,Polo,Highline 1 2L
2011,375000,69000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,250.0,2000.0,Volkswagen,Vento,Highline
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5,430.0,2125.0,Jaguar,XF,2 0 Portfolio
2018,825000,82000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0,Maruti,Ciaz,1 3 Alpha
2016,650000,50000,Diesel,Individual,Automatic,First Owner,17.45,1493,100.0,7,240.0,2200.0,Mahindra,NuvoSport,N8 AMT
2018,560000,18000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5,250.0,2250.0,Volkswagen,Ameo,1 5 TDI Comfortline
2013,450000,24019,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,190.0,2000.0,Maruti,Swift,VDI
2012,520000,162000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7,200.06,2400.0,Toyota,Innova,2 5 GX 7 STR
2013,325000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,111.8,4000.0,Hyundai,i10,Sportz
2011,270000,167000,Petrol,Individual,Manual,First Owner,19.3,1248,81.86,5,160.0,2400.0,Toyota,Etios,V
2011,300000,265000,Diesel,Individual,Manual,Second Owner,20.86,1199,75.0,5,180.0,2000.0,Skoda,Fabia,1 2L Elegance
2018,2850000,27000,Diesel,Dealer,Automatic,First Owner,17.05,1995,184.0,5,380.0,2250.0,BMW,X1,sDrive 20d Sportline
2011,1000000,50000,Diesel,Individual,Automatic,First Owner,17.05,1995,184.0,5,380.0,2250.0,BMW,X1,sDrive20d
2015,250000,80000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5,135.0,2500.0,Tata,Indigo,CS LX TDI BS III
2019,675000,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,113.0,4200.0,Maruti,Swift,Dzire VXI 1 2
2013,200000,120000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5,135.0,2500.0,Tata,Indigo,CS LX TDI BS III
2014,509999,110000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti,Swift,Dzire VDI
2012,350000,30000,LPG,Individual,Manual,First Owner,14.222222222222221,1086,68.05,5,99.04,4500.0,Hyundai,i10,Magna
2018,850000,90000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5,150.0,4500.0,Ford,EcoSport,1 5 Titanium Plus BSIV
2016,400000,35000,Diesel,Individual,Manual,Second Owner,27.28,1047,69.0,5,140.0,2400.0,Tata,Tiago,1 05 Revotorq XZ
2014,455999,80000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,248.0,2250.0,Renault,Duster,110PS RXZ Optional with Nav
2017,850000,76139,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,2500.0,Ford,EcoSport,1 5 Titanium Plus BSIV
2011,229999,40000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,90.0,3500.0,Maruti,Alto,K10 2010 2014 VXI
2013,600000,95000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.57,7,200.0,2400.0,Toyota,Innova,2 5 EV PS 7 Seater BS IV
2012,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956,83.8,7,250.0,1500.0,Tata,Sumo,GX
2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,190.24,2000.0,Hyundai,Grand,i10 1 2 CRDi Sportz
2006,145000,170000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7,180.0,1470.0,Mahindra,Bolero,DI BSIII
2016,300000,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0,Maruti,Alto,K10 VXI
2018,890000,29000,Petrol,Dealer,Automatic,First Owner,17.4,1197,81.86,5,117.0,4000.0,Hyundai,Elite,i20 Asta Option CVT BSIV
2016,725000,140000,Petrol,Individual,Manual,First Owner,15.4,1497,117.3,7,145.0,4600.0,Honda,BRV,i VTEC V MT
2018,1035000,15000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5,200.0,1750.0,Honda,WR,V i DTEC VX
2015,500000,45000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,114.73,4000.0,Hyundai,i20,Active Base
2011,380000,150000,Diesel,Individual,Manual,Fourth & Above Owner,23.0,1396,90.0,5,219.67,2250.0,Hyundai,i20,1 4 CRDi Asta
2010,290000,65000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5,100.0,2700.0,Tata,Indigo,eCS GLX
2014,475000,80000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,219.7,2125.0,Hyundai,i20,Magna 1 4 CRDi
2015,625000,90000,Diesel,Individual,Manual,First Owner,26.21,1248,88.5,5,200.0,1750.0,Maruti,Ciaz,VDi Plus
2005,130000,140000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,90.0,3500.0,Maruti,Wagon,R LXI
2015,900000,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,259.9,2325.0,Hyundai,Creta,1 6 CRDi SX Plus
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,213.0,4500.0,Toyota,Camry,2 5 Hybrid
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,110.0,4800.0,Honda,Jazz,VX
2008,67000,80000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5,83.36,2500.0,Tata,Indica,V2 DLX
2011,70000,80000,Petrol,Individual,Manual,First Owner,26.0,624,35.0,4,48.0,3000.0,Tata,Nano,Cx
2006,67500,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.88,1396,52.8,5,85.0,2500.0,Tata,Indica,V2 DL BSIII
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,113.0,4200.0,Maruti,Swift,AMT ZXI
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,400.0,2125.0,BMW,X4,M Sport X xDrive20d
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5,430.0,2125.0,Jaguar,XF,2 0 Portfolio
2017,1282000,45000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,400.0,2125.0,Tata,Hexa,XT
2013,185000,80000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,69.0,3500.0,Maruti,Alto,800 LXI
2012,400000,158500,Diesel,Individual,Manual,Third Owner,19.3,1248,81.86,5,160.0,2400.0,Toyota,Etios,GD
2013,550000,56000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,Maruti,Swift,Dzire VDI
2016,350000,50000,Petrol,Individual,Manual,First Owner,19.44,1198,67.0,7,104.0,4000.0,Datsun,GO,Plus T Option BSIV
2017,755000,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0,Maruti,Swift,Dzire VDI
2006,150000,50000,Petrol,Individual,Manual,Third Owner,14.0,1061,64.0,5,84.34,3500.0,Maruti,Wagon,R LXI BSIII
2015,450000,35000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,5,115.0,4000.0,Maruti,Swift,VXI Windsong Limited edition
2010,125000,120000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,135.0,2500.0,Tata,Indica,Vista Aqua 1 4 TDI
2014,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982,168.5,7,343.0,2400.0,Toyota,Fortuner,4x2 Manual
2009,270000,150000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,180.0,1470.0,Mahindra,Bolero,DI DX 7 Seater
2019,1000000,60000,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,7,280.0,2300.0,Mahindra,Scorpio,S5 BSIV
2003,135000,40000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,Maruti,Wagon,R LXI
2019,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,7,96.0,3500.0,Renault,Triber,RXZ BSIV
2011,350000,80000,Petrol,Individual,Manual,Second Owner,16.0,1198,90.0,5,110.0,2405.6,Honda,Jazz,Select Edition Active
2010,250000,60000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,7,260.0,2000.0,Mahindra,Xylo,E4 BS IV
2010,246000,120000,Diesel,Individual,Manual,First Owner,18.8,1248,90.0,5,200.0,2375.0,Tata,Manza,Aura ABS Quadrajet
2012,320000,70000,Diesel,Individual,Manual,Second Owner,15.3,2956,83.8,7,250.0,1500.0,Tata,Sumo,CX
2011,900000,120000,Diesel,Individual,Manual,First Owner,11.5,2982,171.0,7,343.0,2400.0,Toyota,Fortuner,3 0
2014,325000,142500,Diesel,Individual,Manual,First Owner,19.5,1248,75.0,5,197.0,1750.0,Fiat,Linea,Classic Plus 1 3 Multijet
2014,700000,121000,Diesel,Individual,Manual,Third Owner,12.99,2494,100.6,7,200.0,2400.0,Toyota,Innova,2 5 GX 7 Seater
2013,190000,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0,Hyundai,EON,Era Plus
2015,950000,188000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,330.0,2200.0,Mahindra,XUV500,W10 2WD
2010,229999,168000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,7,260.0,2000.0,Mahindra,Xylo,E4 BS IV
2008,220000,120000,Petrol,Individual,Automatic,Second Owner,19.2,1197,80.0,5,111.8,4000.0,Hyundai,i10,Asta Sunroof AT
2018,750000,25000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5,170.0,2875.0,Tata,Nexon,1 2 Revotron XZ Plus
2012,335000,72072,Diesel,Dealer,Manual,First Owner,21.1,1248,73.9,5,113.0,4500.0,Maruti,Ritz,VDi
2016,950000,75000,Diesel,Individual,Automatic,Third Owner,16.0,2179,140.0,7,330.0,2200.0,Mahindra,XUV500,AT W6 2WD
2015,650000,94000,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,7,200.0,1750.0,Honda,Mobilio,RS i DTEC
2019,960000,2600,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5,205.0,2500.0,Ford,EcoSport,1 5 Titanium BSIV
2009,165000,60000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,5,90.0,3500.0,Maruti,Zen,Estilo LXI BS IV
2015,1300000,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,200.0,2400.0,Toyota,Innova,2 5 VX 7 Seater
